date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:35:24	57029/57029	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/apoorv.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/apoorv.jpg	(from http://consiliumnsit.com/)
01:35:31	44941/44941	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/apoorva.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/apoorva.jpg	(from http://consiliumnsit.com/)
01:35:33	51080/51080	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/divij.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/divij.jpg	(from http://consiliumnsit.com/)
01:35:34	55071/55071	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/divit.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/divit.jpg	(from http://consiliumnsit.com/)
01:35:37	35301/35301	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/raghav.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/raghav.jpg	(from http://consiliumnsit.com/)
01:35:40	41888/41888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/ritvik.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/ritvik.jpg	(from http://consiliumnsit.com/)
01:35:40	33463/33463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/shiv.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/shiv.jpg	(from http://consiliumnsit.com/)
01:35:44	42863/42863	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/slick.min.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/slick.min.js	(from http://consiliumnsit.com/)
01:35:46	55134/55134	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/team/varun.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/team/varun.jpg	(from http://consiliumnsit.com/)
01:35:46	36816/36816	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/bootstrap.min.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/bootstrap.min.js	(from http://consiliumnsit.com/)
01:35:48	22034/22034	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/jquery.flexslider-min.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/jquery.flexslider-min.js	(from http://consiliumnsit.com/)
01:35:48	23135/23135	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/jquery.fancybox.pack.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/jquery.fancybox.pack.js	(from http://consiliumnsit.com/)
01:35:49	2575/2575	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/retina.min.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/retina.min.js	(from http://consiliumnsit.com/)
01:35:51	2614/2614	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/main.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/main.js	(from http://consiliumnsit.com/)
01:35:51	51351/51351	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/js/modernizr.js	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/js/modernizr.js	(from http://consiliumnsit.com/)
01:35:55	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.woff2	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regular.woff2	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:35:55	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.eot	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regular.eot	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:35:55	95992/95992	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Users/Sarthak/Desktop/SAC/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from http://consiliumnsit.com/)
01:35:59	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:35:59	23424/23424	---M--	200	added ('OK')	application/font-woff	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.woff	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regular.woff	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:36:01	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.svg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regular.svg	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:36:01	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/fonts/flexslider-icon.eot	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/fonts/flexslider-icon.44.delayed	(from http://consiliumnsit.com/css/flexslider.css)
01:36:02	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/fonts/flexslider-icon.eot?	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/fonts/flexslider-icon.45d41d.delayed	(from http://consiliumnsit.com/css/flexslider.css)
01:36:03	45404/45404	---M--	200	added ('OK')	font/ttf	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/glyphicons-halflings-regular.ttf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/glyphicons-halflings-regular.ttf	(from http://consiliumnsit.com/css/bootstrap.min.css)
01:36:03	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/fonts/flexslider-icon.woff	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/fonts/flexslider-icon.46.delayed	(from http://consiliumnsit.com/css/flexslider.css)
01:36:05	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/fonts/flexslider-icon.ttf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/fonts/flexslider-icon.47.delayed	(from http://consiliumnsit.com/css/flexslider.css)
01:36:06	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/fonts/flexslider-icon.svg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/fonts/flexslider-icon.48.delayed	(from http://consiliumnsit.com/css/flexslider.css)
01:36:07	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/images/fancybox_sprite.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/fancybox_sprite.49.delayed	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:08	6567/6567	---M--	200	added ('OK')	image/gif	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/fancybox_loading.gif	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/fancybox_loading.gif	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:08	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/blank.gif	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/blank.gif	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:09	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/images/fancybox_overlay.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/fancybox_overlay.4c.delayed	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:11	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/images/fancybox_sprite@2x.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/fancybox_sprite@2x.4d.delayed	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:13	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/css/Kelson%20Sans%20Bold.otf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/Kelson%20Sans%20Bold.4f.delayed	(from http://consiliumnsit.com/css/main.css)
01:36:13	13984/13984	---M--	200	added ('OK')	image/gif	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/fancybox_loading@2x.gif	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/fancybox_loading@2x.gif	(from http://consiliumnsit.com/css/jquery.fancybox.css)
01:36:18	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/Sarthak/Desktop/SAC/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from http://consiliumnsit.com/css/main.css)
01:36:25	86216/86216	---MCZ	200	added ('OK')	font/otf	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/Bariol.otf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/Bariol.otf	(from http://consiliumnsit.com/css/main.css)
01:36:27	47052/47052	---M--	200	added ('OK')	font/ttf	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/elegant-theme-line.ttf?1439850014	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/elegant-theme-line9078.ttf	(from http://consiliumnsit.com/css/font-icon.css)
01:36:31	162661/162661	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/elegant-theme-line.svg?1439850014	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/elegant-theme-line9078.svg	(from http://consiliumnsit.com/css/font-icon.css)
01:36:31	47260/47260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/elegant-theme-line.eot?1439850014	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/elegant-theme-line9078.eot	(from http://consiliumnsit.com/css/font-icon.css)
01:36:34	4178/4178	---M--	200	added ('OK')	image/gif	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/ajax-loader.gif	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/ajax-loader.gif	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:35	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/fonts/slick.eot	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/fonts/slick.eot	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:37	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/fonts/slick.eot?	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/fonts/slickd41d.eot	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:38	1380/1380	---M--	200	added ('OK')	application/font-woff	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/fonts/slick.woff	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/fonts/slick.woff	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:38	47128/47128	---M--	200	added ('OK')	application/font-woff	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/elegant-theme-line.woff?1439850014	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/elegant-theme-line9078.woff	(from http://consiliumnsit.com/css/font-icon.css)
01:36:39	1892/1892	---M--	200	added ('OK')	font/ttf	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/fonts/slick.ttf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/fonts/slick.ttf	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:40	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/slick/fonts/slick.svg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/slick/fonts/slick.svg	(from http://consiliumnsit.com/slick/slick-theme.css)
01:36:40	154304/154304	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/bg3.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/bg3.png	(from http://consiliumnsit.com/css/main.css)
01:36:44	67272/67272	---MCZ	200	added ('OK')	font/otf	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/fonts/Kelson%20Sans%20Bold.otf	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/fonts/Kelson%20Sans%20Bold.otf	(from http://consiliumnsit.com/css/index.css)
01:37:11	2042296/2042296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/cons17.JPG	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/cons17.jpg	(from http://consiliumnsit.com/)
01:37:12	6331/6331	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/tradeverse-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/tradeverse-event.css	(from http://consiliumnsit.com/tradeverse.html)
01:37:13	7242/7242	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/ccc-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/ccc-event.css	(from http://consiliumnsit.com/ccc.html)
01:37:14	6400/6400	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/bcase-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/bcase-event.css	(from http://consiliumnsit.com/nsbc.html)
01:37:14	11006/11006	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/codetech-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/codetech-event.css	(from http://consiliumnsit.com/hackrupt.html)
01:37:15	6447/6447	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/shatranj-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/shatranj-event.css	(from http://consiliumnsit.com/shatranj.html)
01:37:16	6578/6578	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/kaizen-event.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/kaizen-event.css	(from http://consiliumnsit.com/kaizen.html)
01:37:17	6504/6504	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/css/speakersession.css	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/css/speakersession.css	(from http://consiliumnsit.com/speaker.html)
01:37:18	12945/12945	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/awdesh.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/awdesh.jpg	(from http://consiliumnsit.com/speaker.html)
01:37:19	23327/23327	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/balaji.jpeg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/balaji.jpg	(from http://consiliumnsit.com/speaker.html)
01:37:19	9588/9588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/prashant.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/prashant.jpg	(from http://consiliumnsit.com/speaker.html)
01:37:22	41581/41581	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/mockstock.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/mockstock.png	(from http://consiliumnsit.com/css/tradeverse-event.css)
01:37:32	60496/60496	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/ccc-phone.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/ccc-phone.png	(from http://consiliumnsit.com/css/ccc-event.css)
01:37:45	165629/165629	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/4.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/4.png	(from http://consiliumnsit.com/css/ccc-event.css)
01:37:45	76196/76196	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/1.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/1.png	(from http://consiliumnsit.com/css/codetech-event.css)
01:37:46	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22595d293a-247c%22	http://consiliumnsit.com/img/downloads-bg.jpg	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/img/downloads-bg.6e.delayed	(from http://consiliumnsit.com/css/codetech-event.css)
01:37:57	59610/59610	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/3.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/3.png	(from http://consiliumnsit.com/css/speakersession.css)
01:39:15	841093/841093	UR-M--	200	added ('Partial%20Content')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/2-.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/2-.png	(from http://consiliumnsit.com/css/bcase-event.css)
01:39:36	947699/947699	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/shatranj9.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/shatranj9.png	(from http://consiliumnsit.com/css/shatranj-event.css)
01:39:36	1101502/1101502	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202018%2015:11:27%20GMT	http://consiliumnsit.com/images/hackrupt.png	C:/Users/Sarthak/Desktop/SAC/consiliumnsit.com/images/hackrupt.png	(from http://consiliumnsit.com/css/codetech-event.css)
